Latitude (decimal degrees):	48.642
Longitude (decimal degrees):	9.958
Elevation (m):	673
Radiation database:	PVGIS-CMSAF


Slope: 38 deg. 
Azimuth: 90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20070102:2255,0.0,0.0,0.0,-0.21,5.15,0.0
20070102:2355,0.0,0.0,0.0,-0.07,5.27,0.0
20070103:0055,0.0,0.0,0.0,0.07,5.39,0.0
20070103:0155,0.0,0.0,0.0,0.21,5.24,0.0
20070103:0255,0.0,0.0,0.0,0.34,5.09,0.0
20070103:0355,0.0,0.0,0.0,0.47,4.94,0.0
20070103:0455,0.0,0.0,0.0,0.51,4.78,0.0
20070103:0555,0.0,0.0,0.0,0.55,4.62,0.0
20070103:0655,0.0,0.0,0.0,0.59,4.46,0.0
20070103:0755,7.75,19.27,4.72,0.7,4.56,0.0
20070103:0855,0.0,4.62,11.19,0.81,4.67,0.0
20070103:0955,64.97,89.06,15.83,0.92,4.77,0.0
20070103:1055,37.94,57.85,18.24,1.05,5.07,0.0
20070103:1155,120.44,152.96,18.19,1.17,5.37,0.0
20070103:1255,65.94,90.3,15.67,1.3,5.67,0.0
20070103:1355,0.0,4.71,10.94,1.13,4.81,0.0
20070103:1455,12.72,26.3,4.4,0.96,3.95,0.0
20070103:1555,0.0,0.0,0.0,0.79,3.09,0.0
20070103:1655,0.0,0.0,0.0,0.6,3.31,0.0
20070103:1755,0.0,0.0,0.0,0.41,3.54,0.0
20070103:1855,0.0,0.0,0.0,0.22,3.77,0.0
20070103:1955,0.0,0.0,0.0,0.48,3.88,0.0
20070103:2055,0.0,0.0,0.0,0.75,4.0,0.0
20070103:2155,0.0,0.0,0.0,1.01,4.11,0.0
20070103:2255,0.0,0.0,0.0,1.11,4.07,0.0
20070103:2355,0.0,0.0,0.0,1.21,4.04,0.0
20070104:0055,0.0,0.0,0.0,1.3,4.0,0.0
20070104:0155,0.0,0.0,0.0,2.01,4.34,0.0
20070104:0255,0.0,0.0,0.0,2.72,4.69,0.0
20070104:0355,0.0,0.0,0.0,3.43,5.03,0.0
20070104:0455,0.0,0.0,0.0,3.76,4.95,0.0
20070104:0555,0.0,0.0,0.0,4.09,4.86,0.0
20070104:0655,0.0,0.0,0.0,4.42,4.77,0.0
20070104:0755,8.45,20.6,4.76,4.89,5.09,0.0
20070104:0855,2.39,10.77,11.24,5.36,5.41,0.0
20070104:0955,60.9,86.04,15.9,5.83,5.72,0.0
20070104:1055,56.04,80.28,18.33,5.46,5.96,0.0
20070104:1155,198.88,252.44,18.3,5.08,6.2,0.0
20070104:1255,19.45,35.67,15.79,4.71,6.44,0.0
20070104:1355,70.85,96.93,11.07,4.59,6.5,0.0
20070104:1455,32.56,51.91,4.54,4.48,6.56,0.0
20070104:1555,0.0,0.0,0.0,4.36,6.62,0.0
20070104:1655,0.0,0.0,0.0,4.27,7.01,0.0
20070104:1755,0.0,0.0,0.0,4.18,7.4,0.0
20070104:1855,0.0,0.0,0.0,4.09,7.79,0.0
20070104:1955,0.0,0.0,0.0,4.03,7.49,0.0
20070104:2055,0.0,0.0,0.0,3.97,7.2,0.0
20070104:2155,0.0,0.0,0.0,3.91,6.9,0.0
20070104:2255,0.0,0.0,0.0,3.91,6.96,0.0
20070104:2355,0.0,0.0,0.0,3.91,7.02,0.0
20070105:0055,0.0,0.0,0.0,3.91,7.08,0.0
20070105:0155,0.0,0.0,0.0,3.59,6.96,0.0
20070105:0255,0.0,0.0,0.0,3.26,6.84,0.0
20070105:0355,0.0,0.0,0.0,2.94,6.72,0.0
20070105:0455,0.0,0.0,0.0,2.93,6.69,0.0
20070105:0555,0.0,0.0,0.0,2.93,6.67,0.0
20070105:0655,0.0,0.0,0.0,2.92,6.65,0.0
20070105:0755,4.98,15.13,4.8,2.97,6.42,0.0
20070105:0855,14.82,29.36,11.3,3.03,6.19,0.0
20070105:0955,25.75,43.44,15.98,3.08,5.96,0.0
20070105:1055,44.63,66.22,18.43,3.15,5.99,0.0
20070105:1155,38.06,58.44,18.41,3.21,6.01,0.0
20070105:1255,48.05,70.26,15.92,3.28,6.04,0.0
20070105:1355,10.21,23.0,11.21,3.1,5.69,0.0
20070105:1455,5.59,16.1,4.68,2.91,5.34,0.0
20070105:1555,0.0,0.0,0.0,2.73,4.99,0.0
20070105:1655,0.0,0.0,0.0,2.76,4.91,0.0
20070105:1755,0.0,0.0,0.0,2.79,4.83,0.0
20070105:1855,0.0,0.0,0.0,2.82,4.74,0.0
20070105:1955,0.0,0.0,0.0,2.75,4.82,0.0
20070105:2055,0.0,0.0,0.0,2.68,4.9,0.0
20070105:2155,0.0,0.0,0.0,2.61,4.98,0.0
20070105:2255,0.0,0.0,0.0,2.63,4.97,0.0
20070105:2355,0.0,0.0,0.0,2.64,4.96,0.0
20070106:0055,0.0,0.0,0.0,2.65,4.95,0.0
20070106:0155,0.0,0.0,0.0,2.86,4.89,0.0
20070106:0255,0.0,0.0,0.0,3.06,4.83,0.0
20070106:0355,0.0,0.0,0.0,3.26,4.77,0.0
20070106:0455,0.0,0.0,0.0,3.52,4.75,0.0
20070106:0555,0.0,0.0,0.0,3.79,4.73,0.0
20070106:0655,0.0,0.0,0.0,4.05,4.7,0.0
20070106:0755,8.22,20.21,4.84,4.31,4.47,0.0
20070106:0855,45.28,67.43,11.37,4.58,4.24,0.0
20070106:0955,32.28,51.86,16.07,4.84,4.01,0.0
20070106:1055,99.26,132.71,18.54,5.14,4.13,0.0
20070106:1155,34.69,54.92,18.54,5.45,4.24,0.0
20070106:1255,5.8,16.6,16.06,5.75,4.36,0.0
20070106:1355,84.97,113.78,11.36,5.8,4.04,0.0
20070106:1455,16.57,31.98,4.83,5.85,3.71,0.0
20070106:1555,0.0,0.0,0.0,5.9,3.39,0.0
20070106:1655,0.0,0.0,0.0,5.77,3.54,0.0
20070106:1755,0.0,0.0,0.0,5.64,3.68,0.0
20070106:1855,0.0,0.0,0.0,5.51,3.82,0.0
20070106:1955,0.0,0.0,0.0,5.83,4.1,0.0
20070106:2055,0.0,0.0,0.0,6.15,4.38,0.0
20070106:2155,0.0,0.0,0.0,6.46,4.66,0.0
20070106:2255,0.0,0.0,0.0,6.66,5.0,0.0
20070106:2355,0.0,0.0,0.0,6.85,5.34,0.0
20070107:0055,0.0,0.0,0.0,7.04,5.68,0.0
20070107:0155,0.0,0.0,0.0,7.04,6.07,0.0
20070107:0255,0.0,0.0,0.0,7.04,6.46,0.0
20070107:0355,0.0,0.0,0.0,7.04,6.86,0.0
20070107:0455,0.0,0.0,0.0,6.91,6.9,0.0
20070107:0555,0.0,0.0,0.0,6.79,6.95,0.0
20070107:0655,0.0,0.0,0.0,6.66,6.99,0.0
20070107:0755,13.42,27.82,4.9,6.49,6.33,0.0
20070107:0855,24.06,41.84,11.44,6.32,5.66,0.0
20070107:0955,61.11,86.89,16.16,6.15,4.99,0.0
20070107:1055,129.16,189.91,18.65,6.2,4.74,0.0
20070107:1155,220.74,282.66,18.67,6.24,4.48,0.0
20070107:1255,263.53,322.71,16.2,6.29,4.22,0.0
20070107:1355,114.77,147.83,11.51,5.95,3.63,0.0
20070107:1455,130.59,165.08,4.99,5.6,3.04,0.0
20070107:1555,0.0,0.0,0.0,5.26,2.46,0.0
20070107:1655,0.0,0.0,0.0,4.52,2.17,0.0
20070107:1755,0.0,0.0,0.0,3.79,1.89,0.0
20070107:1855,0.0,0.0,0.0,3.05,1.61,0.0
20070107:1955,0.0,0.0,0.0,2.65,1.7,0.0
20070107:2055,0.0,0.0,0.0,2.25,1.78,0.0
20070107:2155,0.0,0.0,0.0,1.84,1.86,0.0
20070107:2255,0.0,0.0,0.0,1.94,1.99,0.0
20070107:2355,0.0,0.0,0.0,2.04,2.11,0.0
20070108:0055,0.0,0.0,0.0,2.14,2.23,0.0
20070108:0155,0.0,0.0,0.0,2.58,2.56,0.0
20070108:0255,0.0,0.0,0.0,3.02,2.88,0.0
20070108:0355,0.0,0.0,0.0,3.46,3.2,0.0
20070108:0455,0.0,0.0,0.0,3.69,3.43,0.0
20070108:0555,0.0,0.0,0.0,3.91,3.67,0.0
20070108:0655,0.0,0.0,0.0,4.14,3.9,0.0
20070108:0755,1.54,9.1,4.96,4.59,4.14,0.0
20070108:0855,0.0,4.66,11.52,5.05,4.37,0.0
20070108:0955,34.51,54.69,16.26,5.5,4.61,0.0
20070108:1055,41.04,62.69,18.77,5.99,4.83,0.0
20070108:1155,1.86,9.79,18.81,6.47,5.05,0.0
20070108:1255,22.03,39.33,16.36,6.96,5.27,0.0
20070108:1355,0.0,5.08,11.67,6.87,5.57,0.0
20070108:1455,1.88,9.83,5.15,6.77,5.87,0.0
20070108:1555,0.0,0.0,0.0,6.68,6.17,0.0
20070108:1655,0.0,0.0,0.0,6.35,5.96,0.0
20070108:1755,0.0,0.0,0.0,6.02,5.76,0.0
20070108:1855,0.0,0.0,0.0,5.69,5.56,0.0
20070108:1955,0.0,0.0,0.0,5.66,5.28,0.0
20070108:2055,0.0,0.0,0.0,5.64,5.0,0.0
20070108:2155,0.0,0.0,0.0,5.61,4.72,0.0
20070108:2255,0.0,0.0,0.0,5.73,4.98,0.0
20070108:2355,0.0,0.0,0.0,5.85,5.24,0.0
20070109:0055,0.0,0.0,0.0,5.97,5.5,0.0
20070109:0155,0.0,0.0,0.0,6.19,5.71,0.0
20070109:0255,0.0,0.0,0.0,6.41,5.92,0.0
20070109:0355,0.0,0.0,0.0,6.63,6.12,0.0
20070109:0455,0.0,0.0,0.0,6.8,6.05,0.0
20070109:0555,0.0,0.0,0.0,6.96,5.97,0.0
20070109:0655,0.0,0.0,0.0,7.13,5.89,0.0
20070109:0755,5.03,15.43,5.03,7.29,5.77,0.0
20070109:0855,0.0,4.62,11.61,7.45,5.66,0.0
20070109:0955,1.22,8.51,16.37,7.61,5.54,0.0
20070109:1055,98.49,132.88,18.9,7.62,5.39,0.0
20070109:1155,58.94,84.42,18.95,7.64,5.23,0.0
20070109:1255,30.89,50.67,16.51,7.65,5.08,0.0
20070109:1355,13.39,27.94,11.83,8.06,4.95,0.0
20070109:1455,8.42,20.77,5.32,8.47,4.82,0.0
20070109:1555,0.0,0.0,0.0,8.88,4.69,0.0
20070109:1655,0.0,0.0,0.0,8.52,4.52,0.0
20070109:1755,0.0,0.0,0.0,8.17,4.35,0.0
20070109:1855,0.0,0.0,0.0,7.81,4.18,0.0
20070109:1955,0.0,0.0,0.0,7.55,3.95,0.0
20070109:2055,0.0,0.0,0.0,7.3,3.73,0.0
20070109:2155,0.0,0.0,0.0,7.04,3.5,0.0
20070109:2255,0.0,0.0,0.0,6.66,3.08,0.0
20070109:2355,0.0,0.0,0.0,6.28,2.65,0.0
20070110:0055,0.0,0.0,0.0,5.89,2.22,0.0
20070110:0155,0.0,0.0,0.0,5.83,2.11,0.0
20070110:0255,0.0,0.0,0.0,5.76,1.99,0.0
20070110:0355,0.0,0.0,0.0,5.69,1.88,0.0
20070110:0455,0.0,0.0,0.0,5.25,2.11,0.0
20070110:0555,0.0,0.0,0.0,4.8,2.35,0.0
20070110:0655,0.0,0.0,0.0,4.36,2.59,0.0
20070110:0755,14.96,29.79,5.1,4.95,2.98,0.0
20070110:0855,48.02,70.98,11.7,5.54,3.37,0.0
20070110:0955,52.78,76.75,16.48,6.13,3.77,0.0
20070110:1055,99.74,134.51,19.04,7.69,3.73,0.0
20070110:1155,197.74,256.86,19.11,9.26,3.7,0.0
20070110:1255,217.21,273.51,16.68,10.82,3.67,0.0
20070110:1355,174.42,219.92,12.0,10.53,3.45,0.0
20070110:1455,84.61,115.06,5.49,10.23,3.23,0.0
20070110:1555,0.0,0.0,0.0,9.94,3.01,0.0
20070110:1655,0.0,0.0,0.0,9.44,3.51,0.0
20070110:1755,0.0,0.0,0.0,8.93,4.02,0.0
20070110:1855,0.0,0.0,0.0,8.43,4.52,0.0
20070110:1955,0.0,0.0,0.0,8.44,5.18,0.0
20070110:2055,0.0,0.0,0.0,8.45,5.83,0.0
20070110:2155,0.0,0.0,0.0,8.45,6.48,0.0
20070110:2255,0.0,0.0,0.0,8.11,7.01,0.0
20070110:2355,0.0,0.0,0.0,7.77,7.54,0.0
20070111:0055,0.0,0.0,0.0,7.43,8.07,0.0
20070111:0155,0.0,0.0,0.0,7.15,7.63,0.0
20070111:0255,0.0,0.0,0.0,6.86,7.19,0.0
20070111:0355,0.0,0.0,0.0,6.58,6.74,0.0
20070111:0455,0.0,0.0,0.0,6.35,6.17,0.0
20070111:0555,0.0,0.0,0.0,6.11,5.6,0.0
20070111:0655,0.0,0.0,0.0,5.88,5.02,0.0
20070111:0755,17.95,33.89,5.18,6.05,5.4,0.0
20070111:0855,45.51,68.07,11.8,6.21,5.78,0.0
20070111:0955,51.14,75.96,16.61,6.38,6.17,0.0
20070111:1055,129.8,176.35,19.18,6.77,6.52,0.0
20070111:1155,134.37,173.86,19.27,7.16,6.88,0.0
20070111:1255,105.5,138.12,16.85,7.55,7.24,0.0
20070111:1355,123.13,157.56,12.18,7.58,7.54,0.0
20070111:1455,95.22,125.33,5.67,7.6,7.84,0.0
20070111:1555,0.0,0.0,0.0,7.63,8.14,0.0
20070111:1655,0.0,0.0,0.0,7.6,8.65,0.0
20070111:1755,0.0,0.0,0.0,7.57,9.17,0.0
20070111:1855,0.0,0.0,0.0,7.54,9.68,0.0
20070111:1955,0.0,0.0,0.0,7.35,10.17,0.0
20070111:2055,0.0,0.0,0.0,7.17,10.65,0.0
20070111:2155,0.0,0.0,0.0,6.98,11.13,0.0
20070111:2255,0.0,0.0,0.0,6.7,10.9,0.0
20070111:2355,0.0,0.0,0.0,6.42,10.67,0.0
20070112:0055,0.0,0.0,0.0,6.13,10.44,0.0
20070112:0155,0.0,0.0,0.0,6.03,10.56,0.0
20070112:0255,0.0,0.0,0.0,5.92,10.67,0.0
20070112:0355,0.0,0.0,0.0,5.81,10.79,0.0
20070112:0455,0.0,0.0,0.0,5.47,10.26,0.0
20070112:0555,0.0,0.0,0.0,5.12,9.73,0.0
20070112:0655,0.0,0.0,0.0,4.78,9.2,0.0
20070112:0755,21.73,38.59,5.27,4.65,8.51,0.0
20070112:0855,21.74,38.59,11.91,4.52,7.83,0.0
20070112:0955,51.75,74.85,16.74,4.39,7.14,0.0
20070112:1055,111.74,146.64,19.33,4.33,7.11,0.0
20070112:1155,72.27,98.54,19.43,4.28,7.07,0.0
20070112:1255,104.6,135.22,17.03,4.22,7.03,0.0
20070112:1355,61.5,86.11,12.36,4.49,6.85,0.0
20070112:1455,11.05,24.31,5.85,4.75,6.66,0.0
20070112:1555,0.0,0.0,0.0,5.02,6.47,0.0
20070112:1655,0.0,0.0,0.0,5.0,6.5,0.0
20070112:1755,0.0,0.0,0.0,4.99,6.53,0.0
20070112:1855,0.0,0.0,0.0,4.97,6.57,0.0
20070112:1955,0.0,0.0,0.0,4.9,6.68,0.0
20070112:2055,0.0,0.0,0.0,4.84,6.8,0.0
20070112:2155,0.0,0.0,0.0,4.77,6.91,0.0
20070112:2255,0.0,0.0,0.0,4.93,6.91,0.0
20070112:2355,0.0,0.0,0.0,5.09,6.92,0.0
20070113:0055,0.0,0.0,0.0,5.25,6.92,0.0
20070113:0155,0.0,0.0,0.0,5.46,6.91,0.0
20070113:0255,0.0,0.0,0.0,5.66,6.89,0.0
20070113:0355,0.0,0.0,0.0,5.86,6.87,0.0
20070113:0455,0.0,0.0,0.0,5.83,6.62,0.0
20070113:0555,0.0,0.0,0.0,5.81,6.37,0.0
20070113:0655,0.0,0.0,0.0,5.78,6.12,0.0
20070113:0755,8.4,20.6,5.36,6.06,5.82,0.0
20070113:0855,2.33,10.68,12.02,6.35,5.52,0.0
20070113:0955,11.99,25.84,16.87,6.63,5.21,0.0
20070113:1055,54.02,78.5,19.49,7.32,5.03,0.0
20070113:1155,87.3,117.86,19.61,8.01,4.85,0.0
20070113:1255,265.73,327.69,17.21,8.7,4.66,0.0
20070113:1355,231.05,283.31,12.55,8.53,3.78,0.0
20070113:1455,66.87,93.66,6.04,8.37,2.91,0.0
20070113:1555,0.0,0.0,0.0,8.2,2.03,0.0
20070113:1655,0.0,0.0,0.0,6.98,1.88,0.0
20070113:1755,0.0,0.0,0.0,5.75,1.73,0.0
20070113:1855,0.0,0.0,0.0,4.53,1.59,0.0
20070113:1955,0.0,0.0,0.0,4.04,1.7,0.0
20070113:2055,0.0,0.0,0.0,3.55,1.82,0.0
20070113:2155,0.0,0.0,0.0,3.06,1.93,0.0
20070113:2255,0.0,0.0,0.0,3.33,2.3,0.0
20070113:2355,0.0,0.0,0.0,3.6,2.68,0.0
20070114:0055,0.0,0.0,0.0,3.86,3.05,0.0
20070114:0155,0.0,0.0,0.0,4.46,3.71,0.0
20070114:0255,0.0,0.0,0.0,5.06,4.38,0.0
20070114:0355,0.0,0.0,0.0,5.66,5.05,0.0
20070114:0455,0.0,0.0,0.0,5.83,5.57,0.0
20070114:0555,0.0,0.0,0.0,6.01,6.1,0.0
20070114:0655,0.0,0.0,0.0,6.18,6.62,0.0
20070114:0755,12.7,26.79,5.47,6.25,6.33,0.0
20070114:0855,53.67,77.73,12.15,6.31,6.04,0.0
20070114:0955,59.13,84.16,17.02,6.38,5.75,0.0
20070114:1055,43.14,65.3,19.65,6.44,5.81,0.0
20070114:1155,233.46,296.29,19.79,6.51,5.87,0.0
20070114:1255,282.15,342.43,17.4,6.57,5.93,0.0
20070114:1355,264.86,318.24,12.74,6.28,5.09,0.0
20070114:1455,134.6,169.34,6.23,5.99,4.24,0.0
20070114:1555,0.0,0.0,0.0,5.7,3.39,0.0
20070114:1655,0.0,0.0,0.0,4.44,2.89,0.0
20070114:1755,0.0,0.0,0.0,3.18,2.38,0.0
20070114:1855,0.0,0.0,0.0,1.92,1.88,0.0
20070114:1955,0.0,0.0,0.0,1.66,1.81,0.0
20070114:2055,0.0,0.0,0.0,1.4,1.74,0.0
20070114:2155,0.0,0.0,0.0,1.13,1.67,0.0
20070114:2255,0.0,0.0,0.0,0.31,1.33,0.0
20070114:2355,0.0,0.0,0.0,-0.52,1.0,0.0
20070115:0055,0.0,0.0,0.0,-1.35,0.66,0.0
20070115:0155,0.0,0.0,0.0,-1.68,0.83,0.0
20070115:0255,0.0,0.0,0.0,-2.02,0.99,0.0
20070115:0355,0.0,0.0,0.0,-2.35,1.16,0.0
20070115:0455,0.0,0.0,0.0,-2.56,1.21,0.0
20070115:0555,0.0,0.0,0.0,-2.78,1.26,0.0
20070115:0655,0.0,0.0,0.0,-2.99,1.31,0.0
20070115:0755,15.97,30.38,5.57,-1.98,1.71,0.0
20070115:0855,49.21,70.64,12.28,-0.97,2.12,0.0
20070115:0955,54.09,79.06,17.17,0.04,2.52,0.0
20070115:1055,141.42,202.65,19.82,2.03,2.36,0.0
20070115:1155,231.12,292.62,19.97,4.02,2.2,0.0
20070115:1255,255.48,314.44,17.59,6.01,2.04,0.0
20070115:1355,222.53,270.44,12.94,5.14,2.45,0.0
20070115:1455,145.96,181.15,6.42,4.28,2.85,0.0
20070115:1555,0.0,0.0,0.0,3.41,3.26,0.0
20070115:1655,0.0,0.0,0.0,2.36,3.01,0.0
20070115:1755,0.0,0.0,0.0,1.32,2.76,0.0
20070115:1855,0.0,0.0,0.0,0.27,2.51,0.0
20070115:1955,0.0,0.0,0.0,0.39,2.75,0.0
20070115:2055,0.0,0.0,0.0,0.51,2.99,0.0
20070115:2155,0.0,0.0,0.0,0.63,3.23,0.0
20070115:2255,0.0,0.0,0.0,0.73,3.16,0.0
20070115:2355,0.0,0.0,0.0,0.83,3.09,0.0
20070116:0055,0.0,0.0,0.0,0.92,3.02,0.0
20070116:0155,0.0,0.0,0.0,0.7,2.9,0.0
20070116:0255,0.0,0.0,0.0,0.48,2.77,0.0
20070116:0355,0.0,0.0,0.0,0.26,2.65,0.0
20070116:0455,0.0,0.0,0.0,0.07,2.51,0.0
20070116:0555,0.0,0.0,0.0,-0.13,2.37,0.0
20070116:0655,0.0,0.0,0.0,-0.32,2.23,0.0
20070116:0755,7.02,18.16,5.69,0.3,2.28,0.0
20070116:0855,40.85,61.37,12.41,0.91,2.32,0.0
20070116:0955,37.93,58.03,17.32,1.53,2.36,0.0
20070116:1055,54.31,77.74,20.0,3.13,2.08,0.0
20070116:1155,22.88,40.15,20.17,4.72,1.81,0.0
20070116:1255,48.97,72.45,17.8,6.32,1.53,0.0
20070116:1355,24.41,42.16,13.14,5.15,1.79,0.0
20070116:1455,19.26,35.37,6.63,3.97,2.05,0.0
20070116:1555,0.0,0.0,0.0,2.8,2.3,0.0
20070116:1655,0.0,0.0,0.0,2.21,2.03,0.0
20070116:1755,0.0,0.0,0.0,1.62,1.76,0.0
20070116:1855,0.0,0.0,0.0,1.03,1.49,0.0
20070116:1955,0.0,0.0,0.0,1.07,1.54,0.0
20070116:2055,0.0,0.0,0.0,1.11,1.58,0.0
20070116:2155,0.0,0.0,0.0,1.15,1.63,0.0
20070116:2255,0.0,0.0,0.0,1.66,1.85,0.0
20070116:2355,0.0,0.0,0.0,2.17,2.08,0.0
20070117:0055,0.0,0.0,0.0,2.68,2.3,0.0
20070117:0155,0.0,0.0,0.0,3.25,2.61,0.0
20070117:0255,0.0,0.0,0.0,3.81,2.91,0.0
20070117:0355,0.0,0.0,0.0,4.37,3.21,0.0
20070117:0455,0.0,0.0,0.0,4.45,3.2,0.0
20070117:0555,0.0,0.0,0.0,4.54,3.18,0.0
20070117:0655,0.0,0.0,0.0,4.62,3.16,0.0
20070117:0755,26.61,44.87,5.81,4.93,3.31,0.0
20070117:0855,42.1,63.84,12.55,5.23,3.47,0.0
20070117:0955,86.68,116.43,17.49,5.54,3.63,0.0
20070117:1055,64.56,90.71,20.19,6.5,3.8,0.0
20070117:1155,219.4,280.07,20.36,7.45,3.98,0.0
20070117:1255,121.13,157.08,18.0,8.41,4.15,0.0
20070117:1355,1.88,9.88,13.35,8.16,3.96,0.0
20070117:1455,80.21,108.83,6.83,7.9,3.77,0.0
20070117:1555,0.0,0.0,0.0,7.65,3.57,0.0
20070117:1655,0.0,0.0,0.0,7.26,3.92,0.0
20070117:1755,0.0,0.0,0.0,6.86,4.26,0.0
20070117:1855,0.0,0.0,0.0,6.47,4.61,0.0
20070117:1955,0.0,0.0,0.0,6.43,5.0,0.0
20070117:2055,0.0,0.0,0.0,6.4,5.4,0.0
20070117:2155,0.0,0.0,0.0,6.36,5.79,0.0
20070117:2255,0.0,0.0,0.0,6.4,5.95,0.0
20070117:2355,0.0,0.0,0.0,6.44,6.11,0.0
20070118:0055,0.0,0.0,0.0,6.47,6.28,0.0
20070118:0155,0.0,0.0,0.0,7.2,6.68,0.0
20070118:0255,0.0,0.0,0.0,7.92,7.08,0.0
20070118:0355,0.0,0.0,0.0,8.65,7.48,0.0
20070118:0455,0.0,0.0,0.0,8.49,7.86,0.0
20070118:0555,0.0,0.0,0.0,8.32,8.25,0.0
20070118:0655,0.0,0.0,0.0,8.16,8.63,0.0
20070118:0755,2.07,10.26,5.94,8.68,9.07,0.0
20070118:0855,6.29,17.56,12.7,9.21,9.5,0.0
20070118:0955,23.68,41.84,17.66,9.73,9.93,0.0
20070118:1055,18.22,34.71,20.38,9.97,10.39,0.0
20070118:1155,2.39,10.93,20.57,10.2,10.84,0.0
20070118:1255,1.53,9.24,18.22,10.44,11.3,0.0
20070118:1355,0.18,6.13,13.57,10.37,11.73,0.0
20070118:1455,2.98,12.03,7.04,10.3,12.16,0.0
20070118:1555,0.0,0.0,0.0,10.23,12.59,0.0
20070118:1655,0.0,0.0,0.0,10.2,12.86,0.0
20070118:1755,0.0,0.0,0.0,10.18,13.12,0.0
20070118:1855,0.0,0.0,0.0,10.15,13.38,0.0
20070118:1955,0.0,0.0,0.0,9.86,13.5,0.0
20070118:2055,0.0,0.0,0.0,9.58,13.62,0.0
20070118:2155,0.0,0.0,0.0,9.29,13.74,0.0
20070118:2255,0.0,0.0,0.0,9.37,13.52,0.0
20070118:2355,0.0,0.0,0.0,9.45,13.3,0.0
20070119:0055,0.0,0.0,0.0,9.52,13.08,0.0
20070119:0155,0.0,0.0,0.0,9.43,12.2,0.0
20070119:0255,0.0,0.0,0.0,9.33,11.33,0.0
20070119:0355,0.0,0.0,0.0,9.24,10.46,0.0
20070119:0455,0.0,0.0,0.0,9.26,10.82,0.0
20070119:0555,0.0,0.0,0.0,9.29,11.18,0.0
20070119:0655,0.0,0.0,0.0,9.31,11.54,0.0
20070119:0755,27.52,46.66,6.08,9.32,11.83,0.0
20070119:0855,46.62,70.08,12.86,9.32,12.12,0.0
