Latitude (decimal degrees):	48.642
Longitude (decimal degrees):	9.958
Elevation (m):	673
Radiation database:	PVGIS-CMSAF


Slope: 35 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20070102:2255,0.0,0.0,0.0,-0.21,5.15,0.0
20070102:2355,0.0,0.0,0.0,-0.07,5.27,0.0
20070103:0055,0.0,0.0,0.0,0.07,5.39,0.0
20070103:0155,0.0,0.0,0.0,0.21,5.24,0.0
20070103:0255,0.0,0.0,0.0,0.34,5.09,0.0
20070103:0355,0.0,0.0,0.0,0.47,4.94,0.0
20070103:0455,0.0,0.0,0.0,0.51,4.78,0.0
20070103:0555,0.0,0.0,0.0,0.55,4.62,0.0
20070103:0655,0.0,0.0,0.0,0.59,4.46,0.0
20070103:0755,12.99,26.7,4.72,0.7,4.56,0.0
20070103:0855,0.0,5.02,11.19,0.81,4.67,0.0
20070103:0955,78.11,103.52,15.83,0.92,4.77,0.0
20070103:1055,38.68,58.74,18.24,1.05,5.07,0.0
20070103:1155,164.04,197.22,18.19,1.17,5.37,0.0
20070103:1255,70.62,95.28,15.67,1.3,5.67,0.0
20070103:1355,0.0,4.78,10.94,1.13,4.81,0.0
20070103:1455,12.08,25.56,4.4,0.96,3.95,0.0
20070103:1555,0.0,0.0,0.0,0.79,3.09,0.0
20070103:1655,0.0,0.0,0.0,0.6,3.31,0.0
20070103:1755,0.0,0.0,0.0,0.41,3.54,0.0
20070103:1855,0.0,0.0,0.0,0.22,3.77,0.0
20070103:1955,0.0,0.0,0.0,0.48,3.88,0.0
20070103:2055,0.0,0.0,0.0,0.75,4.0,0.0
20070103:2155,0.0,0.0,0.0,1.01,4.11,0.0
20070103:2255,0.0,0.0,0.0,1.11,4.07,0.0
20070103:2355,0.0,0.0,0.0,1.21,4.04,0.0
20070104:0055,0.0,0.0,0.0,1.3,4.0,0.0
20070104:0155,0.0,0.0,0.0,2.01,4.34,0.0
20070104:0255,0.0,0.0,0.0,2.72,4.69,0.0
20070104:0355,0.0,0.0,0.0,3.43,5.03,0.0
20070104:0455,0.0,0.0,0.0,3.76,4.95,0.0
20070104:0555,0.0,0.0,0.0,4.09,4.86,0.0
20070104:0655,0.0,0.0,0.0,4.42,4.77,0.0
20070104:0755,31.07,50.51,4.76,4.89,5.09,0.0
20070104:0855,2.9,11.7,11.24,5.36,5.41,0.0
20070104:0955,72.36,98.96,15.9,5.83,5.72,0.0
20070104:1055,57.75,82.23,18.33,5.46,5.96,0.0
20070104:1155,415.1,483.01,18.3,5.08,6.2,0.0
20070104:1255,19.87,36.22,15.79,4.71,6.44,0.0
20070104:1355,77.57,104.03,11.07,4.59,6.5,0.0
20070104:1455,28.04,47.01,4.54,4.48,6.56,0.0
20070104:1555,0.0,0.0,0.0,4.36,6.62,0.0
20070104:1655,0.0,0.0,0.0,4.27,7.01,0.0
20070104:1755,0.0,0.0,0.0,4.18,7.4,0.0
20070104:1855,0.0,0.0,0.0,4.09,7.79,0.0
20070104:1955,0.0,0.0,0.0,4.03,7.49,0.0
20070104:2055,0.0,0.0,0.0,3.97,7.2,0.0
20070104:2155,0.0,0.0,0.0,3.91,6.9,0.0
20070104:2255,0.0,0.0,0.0,3.91,6.96,0.0
20070104:2355,0.0,0.0,0.0,3.91,7.02,0.0
20070105:0055,0.0,0.0,0.0,3.91,7.08,0.0
20070105:0155,0.0,0.0,0.0,3.59,6.96,0.0
20070105:0255,0.0,0.0,0.0,3.26,6.84,0.0
20070105:0355,0.0,0.0,0.0,2.94,6.72,0.0
20070105:0455,0.0,0.0,0.0,2.93,6.69,0.0
20070105:0555,0.0,0.0,0.0,2.93,6.67,0.0
20070105:0655,0.0,0.0,0.0,2.92,6.65,0.0
20070105:0755,5.8,16.44,4.8,2.97,6.42,0.0
20070105:0855,16.72,31.9,11.3,3.03,6.19,0.0
20070105:0955,26.28,44.11,15.98,3.08,5.96,0.0
20070105:1055,45.48,67.24,18.43,3.15,5.99,0.0
20070105:1155,38.8,59.35,18.41,3.21,6.01,0.0
20070105:1255,49.42,71.84,15.92,3.28,6.04,0.0
20070105:1355,10.45,23.36,11.21,3.1,5.69,0.0
20070105:1455,5.74,16.35,4.68,2.91,5.34,0.0
20070105:1555,0.0,0.0,0.0,2.73,4.99,0.0
20070105:1655,0.0,0.0,0.0,2.76,4.91,0.0
20070105:1755,0.0,0.0,0.0,2.79,4.83,0.0
20070105:1855,0.0,0.0,0.0,2.82,4.74,0.0
20070105:1955,0.0,0.0,0.0,2.75,4.82,0.0
20070105:2055,0.0,0.0,0.0,2.68,4.9,0.0
20070105:2155,0.0,0.0,0.0,2.61,4.98,0.0
20070105:2255,0.0,0.0,0.0,2.63,4.97,0.0
20070105:2355,0.0,0.0,0.0,2.64,4.96,0.0
20070106:0055,0.0,0.0,0.0,2.65,4.95,0.0
20070106:0155,0.0,0.0,0.0,2.86,4.89,0.0
20070106:0255,0.0,0.0,0.0,3.06,4.83,0.0
20070106:0355,0.0,0.0,0.0,3.26,4.77,0.0
20070106:0455,0.0,0.0,0.0,3.52,4.75,0.0
20070106:0555,0.0,0.0,0.0,3.79,4.73,0.0
20070106:0655,0.0,0.0,0.0,4.05,4.7,0.0
20070106:0755,16.14,31.34,4.84,4.31,4.47,0.0
20070106:0855,99.24,128.32,11.37,4.58,4.24,0.0
20070106:0955,32.92,52.66,16.07,4.84,4.01,0.0
20070106:1055,144.82,179.73,18.54,5.14,4.13,0.0
20070106:1155,35.37,55.77,18.54,5.45,4.24,0.0
20070106:1255,5.96,16.86,16.06,5.75,4.36,0.0
20070106:1355,94.47,123.8,11.36,5.8,4.04,0.0
20070106:1455,15.33,30.53,4.83,5.85,3.71,0.0
20070106:1555,0.0,0.0,0.0,5.9,3.39,0.0
20070106:1655,0.0,0.0,0.0,5.77,3.54,0.0
20070106:1755,0.0,0.0,0.0,5.64,3.68,0.0
20070106:1855,0.0,0.0,0.0,5.51,3.82,0.0
20070106:1955,0.0,0.0,0.0,5.83,4.1,0.0
20070106:2055,0.0,0.0,0.0,6.15,4.38,0.0
20070106:2155,0.0,0.0,0.0,6.46,4.66,0.0
20070106:2255,0.0,0.0,0.0,6.66,5.0,0.0
20070106:2355,0.0,0.0,0.0,6.85,5.34,0.0
20070107:0055,0.0,0.0,0.0,7.04,5.68,0.0
20070107:0155,0.0,0.0,0.0,7.04,6.07,0.0
20070107:0255,0.0,0.0,0.0,7.04,6.46,0.0
20070107:0355,0.0,0.0,0.0,7.04,6.86,0.0
20070107:0455,0.0,0.0,0.0,6.91,6.9,0.0
20070107:0555,0.0,0.0,0.0,6.79,6.95,0.0
20070107:0655,0.0,0.0,0.0,6.66,6.99,0.0
20070107:0755,116.68,150.59,4.9,6.49,6.33,0.0
20070107:0855,27.36,46.01,11.44,6.32,5.66,0.0
20070107:0955,362.59,426.29,16.16,6.15,4.99,0.0
20070107:1055,487.13,577.06,18.65,6.2,4.74,0.0
20070107:1155,483.36,573.6,18.67,6.24,4.48,0.0
20070107:1255,412.5,488.01,16.2,6.29,4.22,0.0
20070107:1355,129.91,163.69,11.51,5.95,3.63,0.0
20070107:1455,108.11,142.19,4.99,5.6,3.04,0.0
20070107:1555,0.0,0.0,0.0,5.26,2.46,0.0
20070107:1655,0.0,0.0,0.0,4.52,2.17,0.0
20070107:1755,0.0,0.0,0.0,3.79,1.89,0.0
20070107:1855,0.0,0.0,0.0,3.05,1.61,0.0
20070107:1955,0.0,0.0,0.0,2.65,1.7,0.0
20070107:2055,0.0,0.0,0.0,2.25,1.78,0.0
20070107:2155,0.0,0.0,0.0,1.84,1.86,0.0
20070107:2255,0.0,0.0,0.0,1.94,1.99,0.0
20070107:2355,0.0,0.0,0.0,2.04,2.11,0.0
20070108:0055,0.0,0.0,0.0,2.14,2.23,0.0
20070108:0155,0.0,0.0,0.0,2.58,2.56,0.0
20070108:0255,0.0,0.0,0.0,3.02,2.88,0.0
20070108:0355,0.0,0.0,0.0,3.46,3.2,0.0
20070108:0455,0.0,0.0,0.0,3.69,3.43,0.0
20070108:0555,0.0,0.0,0.0,3.91,3.67,0.0
20070108:0655,0.0,0.0,0.0,4.14,3.9,0.0
20070108:0755,1.94,9.89,4.96,4.59,4.14,0.0
20070108:0855,0.0,5.06,11.52,5.05,4.37,0.0
20070108:0955,35.18,55.54,16.26,5.5,4.61,0.0
20070108:1055,41.82,63.66,18.77,5.99,4.83,0.0
20070108:1155,1.94,9.94,18.81,6.47,5.05,0.0
20070108:1255,22.49,39.94,16.36,6.96,5.27,0.0
20070108:1355,0.0,5.15,11.67,6.87,5.57,0.0
20070108:1455,1.96,9.98,5.15,6.77,5.87,0.0
20070108:1555,0.0,0.0,0.0,6.68,6.17,0.0
20070108:1655,0.0,0.0,0.0,6.35,5.96,0.0
20070108:1755,0.0,0.0,0.0,6.02,5.76,0.0
20070108:1855,0.0,0.0,0.0,5.69,5.56,0.0
20070108:1955,0.0,0.0,0.0,5.66,5.28,0.0
20070108:2055,0.0,0.0,0.0,5.64,5.0,0.0
20070108:2155,0.0,0.0,0.0,5.61,4.72,0.0
20070108:2255,0.0,0.0,0.0,5.73,4.98,0.0
20070108:2355,0.0,0.0,0.0,5.85,5.24,0.0
20070109:0055,0.0,0.0,0.0,5.97,5.5,0.0
20070109:0155,0.0,0.0,0.0,6.19,5.71,0.0
20070109:0255,0.0,0.0,0.0,6.41,5.92,0.0
20070109:0355,0.0,0.0,0.0,6.63,6.12,0.0
20070109:0455,0.0,0.0,0.0,6.8,6.05,0.0
20070109:0555,0.0,0.0,0.0,6.96,5.97,0.0
20070109:0655,0.0,0.0,0.0,7.13,5.89,0.0
20070109:0755,8.11,20.28,5.03,7.29,5.77,0.0
20070109:0855,0.0,5.02,11.61,7.45,5.66,0.0
20070109:0955,1.28,8.64,16.37,7.61,5.54,0.0
20070109:1055,142.54,178.68,18.9,7.62,5.39,0.0
20070109:1155,60.91,86.66,18.95,7.64,5.23,0.0
20070109:1255,31.51,51.45,16.51,7.65,5.08,0.0
20070109:1355,13.7,28.37,11.83,8.06,4.95,0.0
20070109:1455,8.09,20.36,5.32,8.47,4.82,0.0
20070109:1555,0.0,0.0,0.0,8.88,4.69,0.0
20070109:1655,0.0,0.0,0.0,8.52,4.52,0.0
20070109:1755,0.0,0.0,0.0,8.17,4.35,0.0
20070109:1855,0.0,0.0,0.0,7.81,4.18,0.0
20070109:1955,0.0,0.0,0.0,7.55,3.95,0.0
20070109:2055,0.0,0.0,0.0,7.3,3.73,0.0
20070109:2155,0.0,0.0,0.0,7.04,3.5,0.0
20070109:2255,0.0,0.0,0.0,6.66,3.08,0.0
20070109:2355,0.0,0.0,0.0,6.28,2.65,0.0
20070110:0055,0.0,0.0,0.0,5.89,2.22,0.0
20070110:0155,0.0,0.0,0.0,5.83,2.11,0.0
20070110:0255,0.0,0.0,0.0,5.76,1.99,0.0
20070110:0355,0.0,0.0,0.0,5.69,1.88,0.0
20070110:0455,0.0,0.0,0.0,5.25,2.11,0.0
20070110:0555,0.0,0.0,0.0,4.8,2.35,0.0
20070110:0655,0.0,0.0,0.0,4.36,2.59,0.0
20070110:0755,75.24,102.87,5.1,4.95,2.98,0.0
20070110:0855,209.14,251.84,11.7,5.54,3.37,0.0
20070110:0955,56.41,80.95,16.48,6.13,3.77,0.0
20070110:1055,141.85,178.56,19.04,7.69,3.73,0.0
20070110:1155,407.7,490.41,19.11,9.26,3.7,0.0
20070110:1255,327.51,396.38,16.68,10.82,3.67,0.0
20070110:1355,203.43,251.22,12.0,10.53,3.45,0.0
20070110:1455,71.69,101.47,5.49,10.23,3.23,0.0
20070110:1555,0.0,0.0,0.0,9.94,3.01,0.0
20070110:1655,0.0,0.0,0.0,9.44,3.51,0.0
20070110:1755,0.0,0.0,0.0,8.93,4.02,0.0
20070110:1855,0.0,0.0,0.0,8.43,4.52,0.0
20070110:1955,0.0,0.0,0.0,8.44,5.18,0.0
20070110:2055,0.0,0.0,0.0,8.45,5.83,0.0
20070110:2155,0.0,0.0,0.0,8.45,6.48,0.0
20070110:2255,0.0,0.0,0.0,8.11,7.01,0.0
20070110:2355,0.0,0.0,0.0,7.77,7.54,0.0
20070111:0055,0.0,0.0,0.0,7.43,8.07,0.0
20070111:0155,0.0,0.0,0.0,7.15,7.63,0.0
20070111:0255,0.0,0.0,0.0,6.86,7.19,0.0
20070111:0355,0.0,0.0,0.0,6.58,6.74,0.0
20070111:0455,0.0,0.0,0.0,6.35,6.17,0.0
20070111:0555,0.0,0.0,0.0,6.11,5.6,0.0
20070111:0655,0.0,0.0,0.0,5.88,5.02,0.0
20070111:0755,82.43,111.32,5.18,6.05,5.4,0.0
20070111:0855,291.3,343.73,11.8,6.21,5.78,0.0
20070111:0955,428.83,502.48,16.61,6.38,6.17,0.0
20070111:1055,306.61,360.91,19.18,6.77,6.52,0.0
20070111:1155,212.9,255.5,19.27,7.16,6.88,0.0
20070111:1255,124.9,158.55,16.85,7.55,7.24,0.0
20070111:1355,133.97,169.03,12.18,7.58,7.54,0.0
20070111:1455,81.07,110.79,5.67,7.6,7.84,0.0
20070111:1555,0.0,0.0,0.0,7.63,8.14,0.0
20070111:1655,0.0,0.0,0.0,7.6,8.65,0.0
20070111:1755,0.0,0.0,0.0,7.57,9.17,0.0
20070111:1855,0.0,0.0,0.0,7.54,9.68,0.0
20070111:1955,0.0,0.0,0.0,7.35,10.17,0.0
20070111:2055,0.0,0.0,0.0,7.17,10.65,0.0
20070111:2155,0.0,0.0,0.0,6.98,11.13,0.0
20070111:2255,0.0,0.0,0.0,6.7,10.9,0.0
20070111:2355,0.0,0.0,0.0,6.42,10.67,0.0
20070112:0055,0.0,0.0,0.0,6.13,10.44,0.0
20070112:0155,0.0,0.0,0.0,6.03,10.56,0.0
20070112:0255,0.0,0.0,0.0,5.92,10.67,0.0
20070112:0355,0.0,0.0,0.0,5.81,10.79,0.0
20070112:0455,0.0,0.0,0.0,5.47,10.26,0.0
20070112:0555,0.0,0.0,0.0,5.12,9.73,0.0
20070112:0655,0.0,0.0,0.0,4.78,9.2,0.0
20070112:0755,24.36,41.93,5.27,4.65,8.51,0.0
20070112:0855,24.37,41.93,11.91,4.52,7.83,0.0
20070112:0955,53.96,77.41,16.74,4.39,7.14,0.0
20070112:1055,171.31,207.34,19.33,4.33,7.11,0.0
20070112:1155,75.89,102.46,19.43,4.28,7.07,0.0
20070112:1255,123.03,154.36,17.03,4.22,7.03,0.0
20070112:1355,66.32,91.27,12.36,4.49,6.85,0.0
20070112:1455,10.94,24.22,5.85,4.75,6.66,0.0
20070112:1555,0.0,0.0,0.0,5.02,6.47,0.0
20070112:1655,0.0,0.0,0.0,5.0,6.5,0.0
20070112:1755,0.0,0.0,0.0,4.99,6.53,0.0
20070112:1855,0.0,0.0,0.0,4.97,6.57,0.0
20070112:1955,0.0,0.0,0.0,4.9,6.68,0.0
20070112:2055,0.0,0.0,0.0,4.84,6.8,0.0
20070112:2155,0.0,0.0,0.0,4.77,6.91,0.0
20070112:2255,0.0,0.0,0.0,4.93,6.91,0.0
20070112:2355,0.0,0.0,0.0,5.09,6.92,0.0
20070113:0055,0.0,0.0,0.0,5.25,6.92,0.0
20070113:0155,0.0,0.0,0.0,5.46,6.91,0.0
20070113:0255,0.0,0.0,0.0,5.66,6.89,0.0
20070113:0355,0.0,0.0,0.0,5.86,6.87,0.0
20070113:0455,0.0,0.0,0.0,5.83,6.62,0.0
20070113:0555,0.0,0.0,0.0,5.81,6.37,0.0
20070113:0655,0.0,0.0,0.0,5.78,6.12,0.0
20070113:0755,42.26,64.39,5.36,6.06,5.82,0.0
20070113:0855,2.83,11.61,12.02,6.35,5.52,0.0
20070113:0955,12.27,26.24,16.87,6.63,5.21,0.0
20070113:1055,55.12,79.82,19.49,7.32,5.03,0.0
20070113:1155,96.73,127.95,19.61,8.01,4.85,0.0
20070113:1255,412.94,492.84,17.21,8.7,4.66,0.0
20070113:1355,272.46,328.31,12.55,8.53,3.78,0.0
20070113:1455,58.81,85.17,6.04,8.37,2.91,0.0
20070113:1555,0.0,0.0,0.0,8.2,2.03,0.0
20070113:1655,0.0,0.0,0.0,6.98,1.88,0.0
20070113:1755,0.0,0.0,0.0,5.75,1.73,0.0
20070113:1855,0.0,0.0,0.0,4.53,1.59,0.0
20070113:1955,0.0,0.0,0.0,4.04,1.7,0.0
20070113:2055,0.0,0.0,0.0,3.55,1.82,0.0
20070113:2155,0.0,0.0,0.0,3.06,1.93,0.0
20070113:2255,0.0,0.0,0.0,3.33,2.3,0.0
20070113:2355,0.0,0.0,0.0,3.6,2.68,0.0
20070114:0055,0.0,0.0,0.0,3.86,3.05,0.0
20070114:0155,0.0,0.0,0.0,4.46,3.71,0.0
20070114:0255,0.0,0.0,0.0,5.06,4.38,0.0
20070114:0355,0.0,0.0,0.0,5.66,5.05,0.0
20070114:0455,0.0,0.0,0.0,5.83,5.57,0.0
20070114:0555,0.0,0.0,0.0,6.01,6.1,0.0
20070114:0655,0.0,0.0,0.0,6.18,6.62,0.0
20070114:0755,86.85,116.44,5.47,6.25,6.33,0.0
20070114:0855,148.08,183.27,12.15,6.31,6.04,0.0
20070114:0955,63.82,89.51,17.02,6.38,5.75,0.0
20070114:1055,43.97,66.31,19.65,6.44,5.81,0.0
20070114:1155,506.77,598.18,19.79,6.51,5.87,0.0
20070114:1255,439.44,516.46,17.4,6.57,5.93,0.0
20070114:1355,312.79,369.94,12.74,6.28,5.09,0.0
20070114:1455,116.27,150.54,6.23,5.99,4.24,0.0
20070114:1555,0.0,0.0,0.0,5.7,3.39,0.0
20070114:1655,0.0,0.0,0.0,4.44,2.89,0.0
20070114:1755,0.0,0.0,0.0,3.18,2.38,0.0
20070114:1855,0.0,0.0,0.0,1.92,1.88,0.0
20070114:1955,0.0,0.0,0.0,1.66,1.81,0.0
20070114:2055,0.0,0.0,0.0,1.4,1.74,0.0
20070114:2155,0.0,0.0,0.0,1.13,1.67,0.0
20070114:2255,0.0,0.0,0.0,0.31,1.33,0.0
20070114:2355,0.0,0.0,0.0,-0.52,1.0,0.0
20070115:0055,0.0,0.0,0.0,-1.35,0.66,0.0
20070115:0155,0.0,0.0,0.0,-1.68,0.83,0.0
20070115:0255,0.0,0.0,0.0,-2.02,0.99,0.0
20070115:0355,0.0,0.0,0.0,-2.35,1.16,0.0
20070115:0455,0.0,0.0,0.0,-2.56,1.21,0.0
20070115:0555,0.0,0.0,0.0,-2.78,1.26,0.0
20070115:0655,0.0,0.0,0.0,-2.99,1.31,0.0
20070115:0755,149.61,183.07,5.57,-1.98,1.71,0.0
20070115:0855,308.86,357.93,12.28,-0.97,2.12,0.0
20070115:0955,445.54,518.79,17.17,0.04,2.52,0.0
20070115:1055,515.79,613.22,19.82,2.03,2.36,0.0
20070115:1155,479.84,574.35,19.97,4.02,2.2,0.0
20070115:1255,383.3,459.32,17.59,6.01,2.04,0.0
20070115:1355,259.56,310.43,12.94,5.14,2.45,0.0
20070115:1455,124.15,158.91,6.42,4.28,2.85,0.0
20070115:1555,0.0,0.0,0.0,3.41,3.26,0.0
20070115:1655,0.0,0.0,0.0,2.36,3.01,0.0
20070115:1755,0.0,0.0,0.0,1.32,2.76,0.0
20070115:1855,0.0,0.0,0.0,0.27,2.51,0.0
20070115:1955,0.0,0.0,0.0,0.39,2.75,0.0
20070115:2055,0.0,0.0,0.0,0.51,2.99,0.0
20070115:2155,0.0,0.0,0.0,0.63,3.23,0.0
20070115:2255,0.0,0.0,0.0,0.73,3.16,0.0
20070115:2355,0.0,0.0,0.0,0.83,3.09,0.0
20070116:0055,0.0,0.0,0.0,0.92,3.02,0.0
20070116:0155,0.0,0.0,0.0,0.7,2.9,0.0
20070116:0255,0.0,0.0,0.0,0.48,2.77,0.0
20070116:0355,0.0,0.0,0.0,0.26,2.65,0.0
20070116:0455,0.0,0.0,0.0,0.07,2.51,0.0
20070116:0555,0.0,0.0,0.0,-0.13,2.37,0.0
20070116:0655,0.0,0.0,0.0,-0.32,2.23,0.0
20070116:0755,8.43,20.26,5.69,0.3,2.28,0.0
20070116:0855,56.33,79.12,12.41,0.91,2.32,0.0
20070116:0955,38.66,58.93,17.32,1.53,2.36,0.0
20070116:1055,55.32,78.94,20.0,3.13,2.08,0.0
20070116:1155,23.36,40.77,20.17,4.72,1.81,0.0
20070116:1255,50.04,73.74,17.8,6.32,1.53,0.0
20070116:1355,24.91,42.81,13.14,5.15,1.79,0.0
20070116:1455,19.55,35.77,6.63,3.97,2.05,0.0
20070116:1555,0.0,0.0,0.0,2.8,2.3,0.0
20070116:1655,0.0,0.0,0.0,2.21,2.03,0.0
20070116:1755,0.0,0.0,0.0,1.62,1.76,0.0
20070116:1855,0.0,0.0,0.0,1.03,1.49,0.0
20070116:1955,0.0,0.0,0.0,1.07,1.54,0.0
20070116:2055,0.0,0.0,0.0,1.11,1.58,0.0
20070116:2155,0.0,0.0,0.0,1.15,1.63,0.0
20070116:2255,0.0,0.0,0.0,1.66,1.85,0.0
20070116:2355,0.0,0.0,0.0,2.17,2.08,0.0
20070117:0055,0.0,0.0,0.0,2.68,2.3,0.0
20070117:0155,0.0,0.0,0.0,3.25,2.61,0.0
20070117:0255,0.0,0.0,0.0,3.81,2.91,0.0
20070117:0355,0.0,0.0,0.0,4.37,3.21,0.0
20070117:0455,0.0,0.0,0.0,4.45,3.2,0.0
20070117:0555,0.0,0.0,0.0,4.54,3.18,0.0
20070117:0655,0.0,0.0,0.0,4.62,3.16,0.0
20070117:0755,68.49,94.89,5.81,4.93,3.31,0.0
20070117:0855,59.16,83.65,12.55,5.23,3.47,0.0
20070117:0955,169.48,207.51,17.49,5.54,3.63,0.0
20070117:1055,66.56,92.98,20.19,6.5,3.8,0.0
20070117:1155,449.96,537.44,20.36,7.45,3.98,0.0
20070117:1255,146.37,184.0,18.0,8.41,4.15,0.0
20070117:1355,1.96,10.03,13.35,8.16,3.96,0.0
20070117:1455,72.17,100.43,6.83,7.9,3.77,0.0
20070117:1555,0.0,0.0,0.0,7.65,3.57,0.0
20070117:1655,0.0,0.0,0.0,7.26,3.92,0.0
20070117:1755,0.0,0.0,0.0,6.86,4.26,0.0
20070117:1855,0.0,0.0,0.0,6.47,4.61,0.0
20070117:1955,0.0,0.0,0.0,6.43,5.0,0.0
20070117:2055,0.0,0.0,0.0,6.4,5.4,0.0
20070117:2155,0.0,0.0,0.0,6.36,5.79,0.0
20070117:2255,0.0,0.0,0.0,6.4,5.95,0.0
20070117:2355,0.0,0.0,0.0,6.44,6.11,0.0
20070118:0055,0.0,0.0,0.0,6.47,6.28,0.0
20070118:0155,0.0,0.0,0.0,7.2,6.68,0.0
20070118:0255,0.0,0.0,0.0,7.92,7.08,0.0
20070118:0355,0.0,0.0,0.0,8.65,7.48,0.0
20070118:0455,0.0,0.0,0.0,8.49,7.86,0.0
20070118:0555,0.0,0.0,0.0,8.32,8.25,0.0
20070118:0655,0.0,0.0,0.0,8.16,8.63,0.0
20070118:0755,2.53,11.14,5.94,8.68,9.07,0.0
20070118:0855,7.26,19.09,12.7,9.21,9.5,0.0
20070118:0955,24.17,42.49,17.66,9.73,9.93,0.0
20070118:1055,18.62,35.25,20.38,9.97,10.39,0.0
20070118:1155,2.48,11.1,20.57,10.2,10.84,0.0
20070118:1255,1.6,9.38,18.22,10.44,11.3,0.0
20070118:1355,0.22,6.22,13.57,10.37,11.73,0.0
20070118:1455,3.08,12.21,7.04,10.3,12.16,0.0
20070118:1555,0.0,0.0,0.0,10.23,12.59,0.0
20070118:1655,0.0,0.0,0.0,10.2,12.86,0.0
20070118:1755,0.0,0.0,0.0,10.18,13.12,0.0
20070118:1855,0.0,0.0,0.0,10.15,13.38,0.0
20070118:1955,0.0,0.0,0.0,9.86,13.5,0.0
20070118:2055,0.0,0.0,0.0,9.58,13.62,0.0
20070118:2155,0.0,0.0,0.0,9.29,13.74,0.0
20070118:2255,0.0,0.0,0.0,9.37,13.52,0.0
20070118:2355,0.0,0.0,0.0,9.45,13.3,0.0
20070119:0055,0.0,0.0,0.0,9.52,13.08,0.0
20070119:0155,0.0,0.0,0.0,9.43,12.2,0.0
20070119:0255,0.0,0.0,0.0,9.33,11.33,0.0
20070119:0355,0.0,0.0,0.0,9.24,10.46,0.0
20070119:0455,0.0,0.0,0.0,9.26,10.82,0.0
20070119:0555,0.0,0.0,0.0,9.29,11.18,0.0
20070119:0655,0.0,0.0,0.0,9.31,11.54,0.0
20070119:0755,59.73,85.76,6.08,9.32,11.83,0.0
